paragraph,gpt_oss_or_label,gpt_oss_or_reasoning,gpt_oss_or_confidence,gpt_oss_or_considered,tier
"You can see that the second method we used for solving the problem was less tedious. In the first method, we listed all the possible options and found the answer we were seeking. In the second method, we started by listing the options, but we found a pattern that helped us find the solution faster. The methods of “Making a Table” and “Looking for a Pattern” are both more powerful if used alongside other problem-solving methods.",NA,"The paragraph merely describes and compares two problem‑solving methods without asking the reader to identify errors, choose a correct approach, or warn about common mistakes.",high,,B_boundary
"Example 5: Anne is making a box without a lid. She starts with a 20 in. square piece of cardboard and cuts out four equal squares from each corner of the cardboard as shown. She then folds the sides of the box and glues the edges together. How big does she need to cut the corner squares in order to make the box with the biggest volume? Solution: Step 1: Understand. Anne makes a box out of a 20 in × 20 in piece of cardboard. She cuts out four equal squares from the corners of the cardboard. She folds the sides and glues them to make a box. How big should the cut out squares be to make the box with the biggest volume? Step 2: Strategy. We need to remember the formula for the volume of a box: Volume = Area of base × height = width × length × height. Make a table of values by picking different values for the side of the squares that we are cutting out and calculate the volume. Step 3: Apply strategy/solve. Let’s “make” a box by cutting out four corner squares with sides equal to 1 inch. You see that when we fold the sides over to make the box, the height becomes 1 inch, the width becomes 18 inches and the length becomes 18 inches. Volume = 18 × 18 × 1 = 324 in^3. Let’s make a table that shows the value of the box for different square sizes: TABLE 1.16: Side 1 gives 324; Side 2 gives 512; Side 3 gives 588; Side 4 gives 576; Side 5 gives 500; Side 6 gives 384; Side 7 gives 252; Side 8 gives 128; Side 9 gives 36; Side 10 gives 0. We stop at a square of 10 inches because at this point we have cut out all of the cardboard and we can’t make a box any more. From the table we see that we can make the biggest box if we cut out squares with a side length of three inches. This gives us a volume of 588 in^3. Answer: The box of greatest volume is made if we cut out squares with a side length of three inches. Step 4: Check. We see that 588 in^3 is the largest volume appearing in the table. We picked integer values for the sides of the squares that we are cut out. Is it possible to get a larger value for the volume if we pick non-integer values? Since we get the largest volume for the side length equal to three inches, let’s make another table with values close to three inches that is split into smaller increments: TABLE 1.17: Side 2.5: 562.5; Side 2.6: 569.5; Side 2.7: 575.5; Side 2.8: 580.6; Side 2.9: 584.8; Side 3: 588; Side 3.1: 590.4; Side 3.2: 591.9; Side 3.3: 592.5; Side 3.4: 592.4; Side 3.5: 591.5. Notice that the largest volume is not when the side of the square is three inches, but rather when the side of the square is 3.3 inches. Our original answer was not incorrect, but it was not as accurate as it could be. We can get an even more accurate answer if we take even smaller increments of the side length of the square. To do that, we would choose smaller measurements that are in the neighborhood of 3.3 inches. Meanwhile, our first answer checks out if we want it rounded to zero decimal places, but a more accurate answer is 3.3 inches.",NA,"The paragraph presents a problem and its solution, noting a refinement of the answer, but does not ask the reader to find or correct an error, nor compare students, nor warn about common mistakes.",high,,B_boundary
"Example 1: Compare the numbers 2 and -5. When we plot numbers on a number line, the greatest number is farthest to the right, and the least is farthest to the left. In the diagram above, we can see that 2 is farther to the right on the number line than -5, so we say that 2 is greater than -5. We use the symbol “>” to mean “greater than”, so we can write 2 > −5.",NA,"The paragraph simply explains how to compare numbers using a number line, with no mention of errors, mistakes, or conflicting student work.",high,,B_boundary
"Graph and Order Rational Numbers: To plot non-integer rational numbers (fractions) on the number line, we can convert them to mixed numbers (graphing is one of the few occasions in algebra when it’s better to use mixed numbers than improper fractions), or we can convert them to decimal form.",NA,"The paragraph only explains how to plot rational numbers by converting them to mixed numbers or decimals, with no mention of errors, mistakes, or comparison of student work.",high,,B_boundary
"Find Absolute Values: When we talk about absolute value, we are talking about distances on the number line. For example, the number 7 is 7 units away from zero—and so is the number -7. The absolute value of a number is the distance it is from zero, so the absolute value of 7 and the absolute value of -7 are both 7. We write the absolute value of -7 as |−7|. We read the expression |x| as “the absolute value of x.” • Treat absolute value expressions like parentheses. If there is an operation inside the absolute value symbols, evaluate that operation first. • The absolute value of a number or an expression is always positive or zero. It cannot be negative. With absolute value, we are only interested in how far a number is from zero, and not in which direction.",NA,"The paragraph only explains absolute value concepts and gives general guidance; it does not present student errors, compare approaches, ask to find mistakes, or warn about common mistakes.",high,,B_boundary
"Example 7: Evaluate the following absolute value expressions. a) |5+4| b) 3−|4−9| c) |−5−11| d) −|7−22|. (Remember to treat any expressions inside the absolute value sign as if they were inside parentheses, and evaluate them first.) Solution: a) |5+4| = |9| = 9 b) 3−|4−9| = 3−|−5| = 3−5 = −2 c) |−5−11| = |−16| = 16 d) −|7−22| = −|−15| = −(15) = −15",NA,"The paragraph presents a worked example with solutions and a procedural reminder, without asking the reader to find or correct errors, compare students, or warn about common mistakes.",high,,B_boundary
"Introduction: Ilana buys two identically sized cakes for a party. She cuts the chocolate cake into 24 pieces and the vanilla cake into 20 pieces, and lets the guests serve themselves. Martin takes three pieces of chocolate cake and one of vanilla, and Sheena takes one piece of chocolate and two of vanilla. Which of them gets more cake?",NA,"The paragraph presents a straightforward word problem without any mention of errors, incorrect work, or comparison of differing solutions.",high,,B_boundary
"Adding and Subtracting Rational Numbers: When we add or subtract two fractions, the denominators must match before we can find the sum or difference. We have already seen how to find a common denominator for two rational numbers.",NA,"The paragraph simply explains a concept about adding and subtracting fractions with no mention of errors, mistakes, or student work.",high,,B_boundary
"Notice that when we have fractions with a common denominator, we add the numerators but we leave the denominators alone. Here is this information in algebraic terms. When adding fractions: a/c + b/c = (a+b)/c",NA,"The paragraph simply explains how to add fractions with a common denominator; it does not involve error detection, correction, comparison, or warning about common mistakes.",high,,B_boundary
"Multiplying Numbers by Negative One: Whenever we multiply a number by negative one, the sign of the number changes. In more mathematical terms, multiplying by negative one maps a number onto its opposite. The number line below shows two examples: 3·−1 = −3 and −1 · −1 = 1. When we multiply a number by negative one, the absolute value of the new number is the same as the absolute value of the old number, since both numbers are the same distance from zero. The product of a number “x” and negative one is −x. This does not mean that −x is necessarily less than zero! If x itself is negative, then −x will be positive because a negative times a negative (negative one) is a positive. When you multiply an expression by negative one, remember to multiply the entire expression by negative one.",NA,"The paragraph only explains the concept of multiplying by negative one with examples and does not ask students to find or correct errors, compare approaches, or warn about common mistakes.",high,,B_boundary
"Example 1: Multiply the following by negative one. a) 79.5 b) π c) (x+1) d) |x|. Solution: a) -79.5 b) −π c) −(x+1) or −x−1 d) −|x|. Note that in the last case the negative sign outside the absolute value symbol applies after the absolute value. Multiplying the argument of an absolute value equation (the term inside the absolute value symbol) does not change the absolute value. |x| is always positive. |−x| is always positive. −|x| is always negative. Whenever you are working with expressions, you can check your answers by substituting in numbers for the variables. For example, you could check part d of Example 1 by letting x = −3. Then you’d see that |−3| ≠ −|3|, because |−3| = 3 and −|3| = −3. Careful, though—plugging in numbers can tell you if your answer is wrong, but it won’t always tell you for sure if your answer is right!",COMMON_ERROR_ALERT,"The paragraph warns about a typical misunderstanding with absolute values and cautions about checking answers, matching the signals for a common mistake alert.",high,,B_boundary
"Example 6: A gardener is planting vegetables for the coming growing season. He wishes to plant potatoes and has a choice of a single 8×7 meter plot, or two smaller plots of 3×7 and 5×7 meters. Which option gives him the largest area for his potatoes? Solution: In the first option, the gardener has a total area of (8×7) or 56 square meters. In the second option, the gardener has (3×7) or 21 square meters, plus (5×7) or 35 square meters. 21+35 = 56, so the area is the same as in the first option.",NA,"The paragraph presents a straightforward example and solution without showing a student's mistake, asking to find an error, or warning about common mistakes.",high,,B_boundary
"Example 8: Anne has a bar of chocolate and she offers Bill a piece. Bill quickly breaks off 1/4 of the bar and eats it. Another friend, Cindy, takes 1/3 of what was left. Anne splits the remaining candy bar into two equal pieces which she shares with a third friend, Dora. How much of the candy bar does each person get? First, let’s look at this problem visually. Anne starts with a full candy bar. Bill breaks off 1/4 of the bar. Cindy takes 1/3 of what was left. Dora gets half of the remaining candy bar. We can see that the candy bar ends up being split four ways, with each person getting an equal amount. Solution: Each person gets exactly 1/4 of the candy bar. We can also examine this problem using rational numbers. We keep a running total of what fraction of the bar remains. Remember, when we read a fraction followed by of in the problem, it means we multiply by that fraction. We start with 1 bar. Then Bill takes 1/4 of it, so there is 1 − 1/4 = 3/4 of a bar left. Cindy takes 1/3 of what’s left, or 1/3 · 3/4 = 1/4 of a whole bar. That leaves 3/4 − 1/4 = 2/4, or 1/2 of a bar. That half bar gets split between Anne and Dora, so they each get half of a half bar: 1/2 · 1/2 = 1/4. So each person gets exactly 1/4 of the candy bar. Extension: If each person’s share is 3 oz, how much did the original candy bar weigh?",NA,"The paragraph presents a problem and its solution without showing a student's error, comparing approaches, or warning about common mistakes.",high,,B_boundary
"Example 9: Find the multiplicative inverse of each of the following. a) 3/7 b) 4/9 c) 3 1/2 d) −x/y e) 1/11. Solution: a) When we invert the fraction 3/7, we get 7/3. Notice that if we multiply 3/7 · 7/3, the 3’s and the 7’s both cancel out and we end up with 1/1, or just 1. b) Similarly, the inverse of 4/9 is 9/4; if we multiply those two fractions together, the 4’s and the 9’s cancel out and we’re left with 1. That’s why the rule “invert the fraction to find the multiplicative inverse” works: the numerator and the denominator always end up canceling out, leaving 1. c) To find the multiplicative inverse of 3 1/2 we first need to convert it to an improper fraction. Three wholes is six halves, so 3 1/2 = 6/2 + 1/2 = 7/2. That means the inverse is 2/7. d) Don’t let the negative sign confuse you. The multiplicative inverse of a negative number is also negative!",COMMON_ERROR_ALERT,"The paragraph includes a warning phrase ""Don’t let the negative sign confuse you"" which alerts the reader to a common mistake, fitting the COMMON_ERROR_ALERT category.",medium,NA,B_boundary
"ignore the negative sign and flip the fraction as usual.
The multiplicative inverse of − x/y is − y/x.
e) The multiplicative inverse of 1/11 is 11/1, or simply 11.
Look again at the last example. When we took the multiplicative inverse of 1/11 we got a whole number, 11. That's because we can treat that whole number like a fraction with a denominator of 1. Any number, even a non-rational one, can be treated this way, so we can always find a number's multiplicative inverse using the same method.",NA,"The paragraph provides instructional explanation about multiplicative inverses without asking the reader to find or correct an error, nor does it warn about a common mistake.",high,,B_boundary
"Lesson Summary
When multiplying an expression by negative one, remember to multiply the entire expression by negative one.
To multiply fractions, multiply the numerators and multiply the denominators: a/b · c/d = ac/bd
The multiplicative properties are:
• Commutative Property: The product of two numbers is the same whichever order the items to be multiplied are written. Example: 2 · 3 = 3 · 2
• Associative Property: When three or more numbers are multiplied, the sum is the same regardless of how they are grouped. Example: 2 ·(3 · 4) = (2 · 3)· 4
• Multiplicative Identity Property: The product of any number and one is the original number. Example: 2 · 1 = 2
• Distributive Property: The product of an expression and a sum is equal to the sum of the products of the expression and each term in the sum. For expressions a,b, and c, a(b+c) = ab+ac. Example: 4(2+3) = 4(2) +4(3)
The multiplicative inverse of a number is the number which produces 1 when multiplied by the original number. The multiplicative inverse of x is the reciprocal 1/x. To find the multiplicative inverse of a fraction, simply invert the fraction: a/b inverts to b/a.
To divide fractions, invert the divisor and multiply: a/b ÷ c/d = a/b × d/c.",NA,"The paragraph only provides definitions and procedural summaries without presenting errors, student work, or warnings about common mistakes.",high,,B_boundary
"5. The label on a can of paint says that it will cover 50 square feet per pint. If I buy a 1/8 pint sample, it will cover a square two feet long by three feet high. Is the coverage I get more, less or the same as that stated on the label?",NA,"The paragraph presents a straightforward word problem without mentioning any student work, errors, or common mistakes.",high,,B_boundary
"Example 1
Determine the value of 11(2 - 6) using both the Order of Operations and the Distributive Property.
Solution
Order of Operations tells us to evaluate the amount inside the parentheses first:
11(2−6) = 11(−4) = −44
Now let's try it with the Distributive Property:
11(2−6) = 11(2)−11(6) = 22−66 = −44",NA,"The paragraph simply demonstrates two correct methods to compute an expression, with no error identification, correction, or warning about common mistakes.",high,,B_boundary
Note: When applying the Distributive Property you MUST take note of any negative signs!,COMMON_ERROR_ALERT,The sentence warns readers to be careful about a frequent mistake (ignoring negative signs) when using the distributive property.,high,,B_boundary
"Example 2
Use the Distributive Property to determine the following.
a) 11(2x+6)
b) 7(3x−5)
c) 2/7(3y^2 −11)
d) (2x/7)(3y^2 − 11/(xy))
Solution
a) 11(2x+6) = 11(2x) +11(6) = 22x+66
b) Note the negative sign on the second term.
7(3x−5) = 21x−35
c) 2/7(3y^2 −11) = 2/7(3y^2) + 2/7(−11) = (6y^2)/7 − 22/7, or (6y^2−22)/7
d) (2x/7)(3y^2 − 11/(xy)) = (2x/7)(3y^2) + (2x/7)(− 11/(xy)) = (6xy^2)/7 − (22x)/(7xy)
We can simplify this answer by canceling the x's in the second fraction, so we end up with (6xy^2)/7 − 22/(7y).",NA,"The paragraph provides worked examples of applying the distributive property with solutions, without asking the reader to find or correct errors, compare approaches, or warn about common mistakes.",high,,B_boundary
"Identify Expressions That Involve the Distributive Property
The Distributive Property can also appear in expressions that don't include parentheses. In Lesson 1.2, we saw how the fraction bar also acts as a grouping symbol. Now we'll see how to use the Distributive Property with fractions.",NA,"The paragraph only introduces a concept and mentions upcoming instruction; it does not present student errors, compare approaches, or warn about common mistakes.",high,,B_boundary
"Lesson Summary
• Distributive Property The product of an expression and a sum is equal to the sum of the products of the expression and each term in the sum. For expressions a,b, and c, a(b+c) = ab+ac.
• When applying the Distributive Property you MUST take note of any negative signs!",COMMON_ERROR_ALERT,"The paragraph warns students to watch for negative signs when using the distributive property, which is a warning about a common mistake.",high,,B_boundary
"Approximate Square Roots
Terms like √2, √3 and √7 (square roots of prime numbers) cannot be written as rational numbers. That is to say, they cannot be expressed as the ratio of two integers. We call them irrational numbers. In decimal form, they have an unending, seemingly random, string of numbers after the decimal point.
To find approximate values for square roots, we use the √ or √x button on a calculator. When the number we plug in is a perfect square, or the square of a rational number, we will get an exact answer. When the number is a non-perfect square, the answer will be irrational and will look like a random string of digits. Since the calculator can only show some of the infinitely many digits that are actually in the answer, it is really showing us an approximate answer—not exactly the right answer, but as close as it can get.",NA,"The paragraph only explains concepts and procedures for approximating square roots; it does not present a student's error, compare approaches, ask to locate an error, or warn about a common mistake.",high,,B_boundary
"Identify Irrational Numbers
Not all square roots are irrational, but any square root that can't be reduced to a form with no radical signs in it is irrational. For example, √49 is rational because it equals 7, but √50 can't be reduced farther than 5√2. That factor of √2 is irrational, making the whole expression irrational.",NA,"The paragraph only defines irrational numbers and gives examples; it does not ask the reader to find or correct errors, compare student work, or warn about common mistakes.",high,,B_boundary
"2.6 Problem-Solving Strategies: Guess and Check, Work Backward
Learning Objectives
• Read and understand given problem situations.
• Develop and use the strategy “Guess and Check.”
• Develop and use the strategy “Work Backward.”
• Plan and compare alternative approaches to solving problems.
• Solve real-world problems using selected strategies as part of a plan.",NA,"The paragraph lists learning objectives and does not present any student work, errors, or warnings about common mistakes.",high,,B_boundary
"Plan and Compare Alternative Approaches to Solving Problems
Most word problems can be solved in more than one way. Often one method is more straightforward than others, but which method is best can depend on what kind of problem you are facing.",NA,"The paragraph gives general advice about using multiple methods and does not present a specific error, student work, or compare named students' solutions.",high,,B_boundary
"Example 3
Nadia's father is 36. He is 16 years older than four times Nadia's age. How old is Nadia?
Solution
This problem can be solved with either of the strategies you learned in this section. Let's solve it using both strategies.
Guess and Check Method
Step 1: Understand
We need to find Nadia's age.
We know that her father is 16 years older than four times her age, or 4×(Nadia's age) +16.
We know her father is 36 years old.
Step 2: Strategy
We guess a random number for Nadia's age.
We multiply the number by 4 and add 16 and check to see if the result equals 36.
If the answer is too small, we guess a larger number, and if the answer is too big, we guess a smaller number.
We keep guessing until we get the answer to be 36.
Step 3: Apply strategy/Solve
Guess Nadia's age: 10; 4(10) + 16 = 56 (too big for her father's age)
Guess a smaller number: 9; 4(9) + 16 = 52 (still too big)
Guessing 9 for Nadia's age gave us a number that is 16 years too great to be her father's age. But notice that when we decreased Nadia's age by one, her father's age decreased by four. That suggests that we can decrease our final answer by 16 years if we decrease our guess by 4 years.
4 years less than 9 is 5. 4(5) + 16 = 36, which is the right age.
Answer: Nadia is 5 years old.
Step 4: Check
Nadia is 5 years old. Her father's age is 4(5) + 16 = 36. This is correct. The answer checks out.
Work Backward Method
Step 1: Understand
We need to find Nadia's age.
We know her father is 16 years older than four times her age, or 4×(Nadia's age) + 16.
We know her father is 36 years old.
Step 2: Strategy
To get from Nadia's age to her father's age, we multiply Nadia's age by four and add 16.
Working backwards means we start with the father's age, subtract 16 and divide by 4.
Step 3: Apply Strategy/Solve
Start with the father's age: 36
Subtract 16: 36−16 = 20
Divide by 4: 20÷4 = 5
Answer: Nadia is 5 years old.
Step 4: Check
Nadia is 5 years old. Her father's age is 4(5) + 16 = 36. This is correct. The answer checks out.
You see that in this problem, the “Work Backward” strategy is more straightforward than the Guess and Check method. The Work Backward method always works best when we know the result of a series of operations, but not the starting number. In the next chapter, you will learn algebra methods based on the Work Backward method.",NA,"The paragraph presents example solutions using two strategies without showing a student's mistake or prompting error detection, so it is standard instructional content.",high,,B_boundary
"Lesson Summary
The four steps of the problem solving plan are:
• Understand the problem
• Devise a plan –Translate
• Carry out the plan –Solve
• Look –Check and Interpret
Two common problem solving strategies are:
Guess and Check
Guess a solution and use the guess in the problem to see if you get the correct answer. If the answer is too big or too small, then make another guess that will get you closer to the goal.
Work Backward
This method works well for problems in which a series of operations is applied to an unknown quantity and you are given the resulting number. Start with the result and apply the operations in reverse order until you find the unknown.",NA,"The paragraph only outlines problem‑solving steps and strategies; it does not present student errors, compare approaches, or warn about common mistakes.",high,,B_boundary
6. Peter is outside looking at the pigs and chickens in the yard. Nadia is indoors and cannot see the animals. Peter gives her a puzzle. He tells her that he can see 13 heads and 36 feet and asks her how many pigs and how many chickens are in the yard. Help Nadia find the answer.,NA,"The paragraph presents a word problem and asks the student to find the answer, without referencing any error or mistake.",high,,B_boundary
"15. Is 91 prime? (Hint: if it's not prime, what are its prime factors?)",NA,"The paragraph simply asks a factual question about primality with a hint, without referencing student errors or comparisons.",high,,B_boundary
"Introduction
Nadia is buying a new mp3 player. Peter watches her pay for the player with a $100 bill. She receives $22.00 in change, and from only this information, Peter works out how much the player cost. How much was the player?
In algebra, we can solve problems like this using an equation. An equation is an algebraic expression that involves an equals sign. If we use the letter x to represent the cost of the mp3 player, we can write the equation x+22 = 100. This tells us that the value of the player plus the value of the change received is equal to the $100 that Nadia paid.
Another way we could write the equation would be x = 100−22. This tells us that the value of the player is equal to the total amount of money Nadia paid (100−22). This equation is mathematically equivalent to the first one, but it is easier to solve.
In this chapter, we will learn how to solve for the variable in a one-variable linear equation. Linear equations are equations in which each term is either a constant, or a constant times a single variable (raised to the first power). The term linear comes from the word line, because the graph of a linear equation is always a line.
We'll start with simple problems like the one in the last example.",NA,"The paragraph only introduces a problem and explains equations; it does not ask the reader to find or correct an error, compare approaches, or warn about common mistakes.",high,,B_boundary
"Solving Equations Using Addition and Subtraction
When we work with an algebraic equation, it's important to remember that the two sides have to stay equal for the equation to stay true. We can change the equation around however we want, but whatever we do to one side of the equation, we have to do to the other side. In the introduction above, for example, we could get from the first equation to the second equation by subtracting 22 from both sides:
x+22 = 100
x+22−22 = 100−22
x = 100−22
Similarly, we can add numbers to each side of an equation to help solve for our unknown.",NA,"The paragraph only explains the concept of adding/subtracting both sides of an equation; it does not present a student's error, compare approaches, ask to find a mistake, or warn about common errors.",high,,B_boundary
"Example 2
Solve z−9.7 = −1.026
Solution
It doesn't matter what the variable is—the solving process is the same.
z−9.7 = −1.026
z−9.7+9.7 = −1.026+9.7
z = 8.674
Make sure you understand the addition of decimals in this example!",NA,"The paragraph presents a worked example of solving an equation and a reminder to understand decimal addition, without showing a student's mistake or asking to locate an error.",high,,B_boundary
"Example 3
Solve x + 4/7 = 9/5.
Solution
To isolate x, we need to subtract 4/7 from both sides.
x + 4/7 = 9/5
x + 4/7 − 4/7 = 9/5 − 4/7
x = 9/5 − 4/7
Now we have to subtract fractions, which means we need to find the LCD. Since 5 and 7 are both prime, their lowest common multiple is just their product, 35.
x = 9/5 − 4/7
x = (7 · 9)/(7 · 5) − (4 · 5)/(7 · 5)
x = 63/35 − 20/35
x = (63−20)/35
x = 43/35
Make sure you're comfortable with decimals and fractions! To master algebra, you'll need to work with them frequently.",NA,"The paragraph presents a worked example with no error detection, comparison, or warning about common mistakes; it simply solves the equation.",high,,B_boundary
"Example 4
Solve 1/8 · x = 1.5.
Our x is being multiplied by one-eighth. To cancel that out and get x by itself, we have to multiply by the reciprocal, 8. Don't forget to multiply both sides of the equation.
8(1/8 · x) = 8(1.5)
x = 12",NA,"The paragraph simply demonstrates solving an equation with no error presented, no student work to correct, and no warning about common mistakes.",high,,B_boundary
"Example 12
In 2004, Takeru Kobayashi of Nagano, Japan, ate 53.5 hot dogs in 12 minutes. This was 3 more hot dogs than his own previous world record, set in 2002. Calculate:
a) How many minutes it took him to eat one hot dog.
b) How many hot dogs he ate per minute.
c) What his old record was.
Solution
a) We know that the total time for 53.5 hot dogs is 12 minutes. We want to know the time for one hot dog, so that's x. Our equation is 53.5x = 12. Then we divide both sides by 53.5 to get x = 12 / 53.5, or x = 0.224 minutes.
We can also multiply by 60 to get the time in seconds; 0.224 minutes is about 13.5 seconds. So that's how long it took Takeru to eat one hot dog.
b) Now we're looking for hot dogs per minute instead of minutes per hot dog. We'll use the variable y instead of x this time so we don't get the two confused. 12 minutes, times the number of hot dogs per minute, equals the total number of hot dogs, so 12y = 53.5. Dividing both sides by 12 gives us y = 53.5 / 12, or y = 4.458 hot dogs per minute.
c) We know that his new record is 53.5, and we know that's three more than his old record. If we call his old record z, we can write the following equation: z+3 = 53.5. Subtracting 3 from both sides gives us z = 50.5. So Takeru's old record was 50.5 hot dogs in 12 minutes.",NA,"The paragraph presents a straightforward example with calculations and no focus on errors, mistakes, or comparing student work.",high,,B_boundary
"Example 2
Solve 6(x+4) = 12.
This equation has the x buried in parentheses. To dig it out, we can proceed in one of two ways: we can either distribute the six on the left, or divide both sides by six to remove it from the left. Since the right-hand side of the equation is a multiple of six, it makes sense to divide. That gives us x +4 = 2. Then we can subtract 4 from both sides to get x = −2.",NA,"The paragraph presents a worked example of solving an equation with no mention of errors, student work, or comparison of approaches.",high,,B_boundary
"Example 3
Solve (x−3)/5 = 7.
It's always a good idea to get rid of fractions first. Multiplying both sides by 5 gives us x−3 = 35, and then we can add 3 to both sides to get x = 38.",NA,"The paragraph simply demonstrates solving an equation with no error, no named student, and no warning about common mistakes.",high,,B_boundary
"Example 5
Solve (x+5)−(2x−3) = 6.
There are two like terms: the x and the −2x (don't forget that the negative sign applies to everything in the parentheses). So we need to get those terms together. The associative and distributive properties let us rewrite the equation as x + 5 − 2x + 3 = 6, and then the commutative property lets us switch around the terms to get x−2x+5+3 = 6, or (x−2x) + (5+3) = 6.
(x−2x) is the same as (1−2)x, or −x, so our equation becomes −x+8 = 6
Subtracting 8 from both sides gives us −x = −2.
And finally, multiplying both sides by -1 gives us x = 2.",NA,"The paragraph is a straightforward worked example solving an equation, with no error detection, comparison, or warning about common mistakes.",high,,B_boundary
"Solve Real-World Problems Using Two-Step Equations
The hardest part of solving word problems is translating from words to an equation. First, you need to look to see what the equation is asking. What is the unknown for which you have to solve? That will be what your variable stands for. Then, follow what is going on with your variable all the way through the problem.",NA,"The paragraph provides general instructional guidance on solving word problems and does not mention any errors, mistakes, or compare student work.",high,,B_boundary
"Example 9
To convert temperatures in Fahrenheit to temperatures in Celsius, follow the following steps: Take the temperature in degrees Fahrenheit and subtract 32. Then divide the result by 1.8 and this gives the temperature in degrees Celsius.
a) Write an equation that shows the conversion process.
b) Convert 50 degrees Fahrenheit to degrees Celsius.
c) Convert 25 degrees Celsius to degrees Fahrenheit.
d) Convert -40 degrees Celsius to degrees Fahrenheit.
a) The text gives the process to convert Fahrenheit to Celsius. We can write an equation using two variables. We will use f for temperature in Fahrenheit, and c for temperature in Celsius.
First we take the temperature in Fahrenheit and subtract 32. f −32
Then divide by 1.8. (f −32)/1.8
This equals the temperature in Celsius. c = (f −32)/1.8
In order to convert from one temperature scale to another, simply substitute in for whichever temperature you know, and solve for the one you don't know.
b) To convert 50 degrees Fahrenheit to degrees Celsius, substitute f = 50 into the equation.
c = (50−32)/1.8
c = 18/1.8
c = 10
50 degrees Fahrenheit is equal to 10 degrees Celsius.
c) To convert 25 degrees Celsius to degrees Fahrenheit, substitute c = 25 into the equation:
25 = (f −32)/1.8
45 = f −32
77 = f
25 degrees Celsius is equal to 77 degrees Fahrenheit.
d) To convert -40 degrees Celsius to degrees Fahrenheit, substitute c = −40 into the equation.
−40 = (f −32)/1.8
−72 = f −32
−40 = f
-40 degrees Celsius is equal to -40 degrees Fahrenheit. (No, that's not a mistake! This is the one temperature where they are equal.)",NA,"The paragraph provides a procedural example and asks the reader to perform conversions, without asking to find or correct errors, compare approaches, or warn about common mistakes.",high,,B_boundary
"Solving Multi-Step Equations by Combining Like Terms
We've seen that when we solve for an unknown variable, it can take just one or two steps to get the terms in the right places. Now we'll look at solving equations that take several steps to isolate the unknown variable. Such equations are referred to as multi-step equations.
In this section, we'll simply be combining the steps we already know how to do. Our goal is to end up with all the constants on one side of the equation and all the variables on the other side. We'll do this by collecting like terms. Don't forget, like terms have the same combination of variables in them.",NA,"The paragraph only introduces the concept of multi-step equations and describes the procedure; it does not present student errors, compare approaches, or warn about common mistakes.",high,,B_boundary
"Solving Multi-Step Equations Using the Distributive Property
You may have noticed that when one side of the equation is multiplied by a constant term, we can either distribute it or just divide it out. If we can divide it out without getting awkward fractions as a result, then that's usually the better choice, because it gives us smaller numbers to work with. But if dividing would result in messy fractions, then it's usually better to distribute the constant and go from there.",NA,"The paragraph provides general strategy advice without mentioning a specific student error, error detection task, or common mistake warning.",high,,B_boundary
"Example 3
Solve 17(3x+4) = 7.
Once again, we want to get rid of those parentheses. We could divide both sides by 17, but that would give us an inconvenient fraction on the right-hand side. In this case, distributing is the easier way to go.
Distributing the 17 gives us 51x + 68 = 7. Then we subtract 68 from both sides to get 51x = −61, and then we divide by 51 to get x = −61/51. (Yes, that's a messy fraction too, but since it's our final answer and we don't have to do anything else with it, we don't really care how messy it is.)",NA,"The paragraph presents a straightforward worked example without any error-focused instruction, named students, or warnings about common mistakes.",high,,B_boundary
"Distance, Speed and Time
The speed of a body is the distance it travels per unit of time. That means that we can also find out how far an object moves in a certain amount of time if we know its speed: we use the equation “distance = speed×time.”
Example 8
Shanice's car is traveling 10 miles per hour slower than twice the speed of Brandon's car. She covers 93 miles in 1 hour 30 minutes. How fast is Brandon driving?
Solution
Here, we don't know either Brandon's speed or Shanice's, but since the question asks for Brandon's speed, that's what we'll use as our variable x.
The distance Shanice covers in miles is 93, and the time in hours is 1.5. Her speed is 10 less than twice Brandon's speed, or 2x−10 miles per hour. Putting those numbers into the equation gives us 93 = 1.5(2x−10).
First we distribute, to get 93 = 3x−15.
Then we add 15 to both sides to get 108 = 3x.
Finally we divide by 3 to get 36 = x.
Brandon is driving at 36 miles per hour.
We can check this answer by considering the situation another way: we can solve for Shanice's speed instead of Brandon's and then check that against Brandon's speed. We'll use y for Shanice's speed since we already used x for Brandon's.
The equation for Shanice's speed is simply 93 = 1.5y. We can divide both sides by 1.5 to get 62 = y, so Shanice is traveling at 62 miles per hour.
The problem tells us that Shanice is traveling 10 mph slower than twice Brandon's speed; that would mean that 62 is equal to 2 times 36 minus 10. Is that true? Well, 2 times 36 is 72, minus 10 is 62. The answer checks out.
In algebra, there's almost always more than one method of solving a problem. If time allows, it's always a good idea to try to solve the problem using two different methods just to confirm that you've got the answer right.",NA,"The paragraph presents a problem, works through a solution, and suggests using a second method to verify the answer; it does not ask the reader to find or correct errors, compare student work, or warn about common mistakes.",high,,B_boundary
"Lesson Summary
• Multi-step equations are slightly more complex than one - and two-step equations, but use the same basic techniques.
• If dividing a number outside of parentheses will produce fractions, it is often better to use the Distributive Property to expand the terms and then combine like terms to solve the equation.",NA,"The paragraph only provides a summary and instructional advice without mentioning any errors, mistakes, or comparing student work.",high,,B_boundary
