paragraph,gpt_oss_or_label,gpt_oss_or_reasoning,gpt_oss_or_confidence,gpt_oss_or_considered,tier
"Review & Preview 1-100. In problem 1-92, Lila rewrote 10 __ as 40 ___ and represented it with the picture. Tony thinks this fraction is also equal to 2 _ . a. Is Tony correct? Use the picture or calculations to explain your reasoning. Write your response in complete sentences. b. How could Tony write an equivalent (equal) fraction using tenths? That is, what fraction in the form ? __ can represent the diagram? 1-101. Zaria wants you to solve this puzzle: “I am thinking of a number. If you divide my number by 2 and subtract 4, you will get 2. What is my number?” Show how you know your answer is correct. Methods & Meanings MULTIPLICATIVE IDENTITY If any number or expression is multiplied by the number 1, the number or expression does not change. Because of this, the number 1 is called the multiplicative identity. So, for any number x, 1 · x = x · 1 = x. One way the multiplicative identity is used is to create equivalent fractions using a Giant One. By multiplying a fraction by another fraction equivalent to 1, a new fraction equivalent to the original is created. 2_ 3 · 2_ 2 = 4_",NA,"The paragraph asks students to evaluate Tony's claim and solve a puzzle, but does not present a student's error to be identified or corrected, nor does it warn about common mistakes.",high,,B_boundary
"1-107. Vu needs to add 3 _ + 5 _ . He knows that he can rewrite each fraction as a portion of 48 because 6 and 8 are each factors of 48 in his multiplication table. Is there a smaller number that could work as a common denominator? a. Where can you look in the multiplication table to see if 6 and 8 are both factors of a number less than 48? b. Use the multiplication table to choose another number you could use as a common denominator to add and 3 _ and 5 _ . c. Vu’s next problem is to add 5 _ + 7 __ . Use the multiplication table to determine the smallest number you could use as a common denominator. This number is called the lowest common denominator. After you choose the lowest common denominator for Vu’s problem, calculate the sum. 1-108. One team is trying to calculate the sum 5 _ + 3 _ + 1 _ . a. They first tried to use 24 as a common denominator. Why does 24 not work as a common denominator? b. Choose a common denominator for this problem and explain your reasoning. c. With your team, describe how factors and multiples can help you choose a common denominator. 1-109. With your team, calculate each sum. You may want to use the multiplication table to help you choose common denominators. a. 1 _ + 5 _ b. 2 _ + 2 _ c. 5 __ + 1 _ d. 3 _ + 1 _ + 1 _",NA,"The paragraph asks students to find common denominators and perform calculations; it does not present a student's error, compare approaches, or warn about common mistakes.",high,,B_boundary
"1-119. Ms. Nguyen lets her students borrow pens and pencils on days when they have a quiz. She has a paper bag containing hundreds of wooden pencils, mechanical pencils, and blue pens. Stuart forgot his pencil, and it is quiz day! Ms. Nguyen tells him that one out of every three students who reach into the bag pulls out a wooden pencil. Two out of every five students pull out a mechanical pencil. The rest of the students pull out a blue pen. a. If Stuart reaches into the bag without looking, is it more likely that he will choose a wooden pencil or a mechanical pencil? Justify your thinking. b. How can you describe the probability that Stuart will pull out some kind of pencil—either a wooden pencil or a mechanical pencil—by using the probabilities that you already know? Consider what you know about adding and subtracting fractions and see if you already have a strategy to write this probability as a single number. 1-120. Felicia was trying to calculate the probability that she would pull either a wooden pencil or a mechanical pencil out of Ms. Nguyen’s bag from problem 1-119. “I think I need to combine the probability that I will get a wooden pencil with the probability that I will get a mechanical pencil,” she said. She set up this expression and drew a picture: a. Felicia wondered if she could add the parts. Is the sum 3 _ ? Explain your reasoning. b. Discuss with your team how Felicia could change the way she writes each fraction so that she can add them easily. Be ready to explain your reasoning. What is the sum? 1-121. Steve shuffles a standard deck of 52 playing cards and starts to turn them over one at a time. The first three cards he turns over are an Ace, a 4, and a Jack. Explore using a standard deck of cards. a. How many cards are left in the deck? b. How many of the remaining cards are Aces? c. What is the probability that the fourth card will be an Ace? d. Instead of getting an Ace, he gets a 2 as the fourth card. The fifth card is a 5. What is the probability that the next card will be a King? 1_ 3 + 2_ +",NA,"The paragraph presents standard probability problems and prompts for justification and discussion, without showing a student's error, warning about common mistakes, or asking to locate an error.",high,,B_boundary
"REFLECTION AND SYNTHESIS Launch Mathematicians look for and make use of structure. Your teacher will display a dot arrangement for a Dot Talk. Think about how you might use the structure of the dot arrangement in your counting strategy. Silently determine the number of dots without counting each one. Explore These activities offer you a chance to reflect on what you have learned during this chapter. As you work, look for concepts that you feel very comfortable with, ideas that you would like to learn more about, and topics you need more help with. Activity 1: Summarizing My Understanding This section gives you an opportunity to show what you know about the main math ideas in this chapter. CL-141. Candy Callipso, the CEO of the Moon & Mercury Candy Company, has a crisis! She has hired your team to help her solve a problem. A customer ordered a thousand bubblegum machines and specified that each one should have a probability of exactly 1 _ of getting a blue gumball. The bubblegum machines were created and sent out, but the customer has called, claiming that the machines were filled incorrectly. Candy’s records show that each machine was filled with 4 yellow gumballs, 8 red gumballs, 16 green gumballs, and 20 blue gumballs. Work with your team to: • Determine whether the machines meet the customer’s requirements. ◦ If they do, determine at least two other combinations of gumballs that would satisfy the picky customer. ◦ If they do not, determine at least two ways to adjust the contents of the machines so that the probability of getting a blue gumball is exactly 1 _ . • Prepare a visual representation to report each of your proposed solutions to Candy. Be sure to explain how you know each solution will work.",NA,"The paragraph presents a reflective activity and a problem-solving task without mentioning errors, mistakes, or comparing student work.",high,,B_boundary
"2-2. You know that 3 _ can be written decimally as 0.75. To see why this is so, set up your own division problem to rewrite 3 _ as a decimal. Use the Lesson 2.1.1 Resource Page, but do not use a calculator. Show your work on the diagram and in symbols. a. Each bold line in the diagram represents one piece. Are there enough whole pieces to put some in each of four groups? Explain. b. Divide each of the whole pieces into tenths and then divide these into four groups. How many tenths are in each group? How many tenths are left over? c. If you divide each tenth that is left over into 10 pieces again, what fraction of the original is each new piece? How many are there? You may need to visualize these pieces instead of drawing them. d. How many of these new, smaller pieces will be in each of the four groups? How many will be left over? e. How can you tell that the decimal has terminated (ended)? 2-3. To see why 2 _ does not terminate, use the Lesson 2.1.1 Resource Page to rewrite it as a decimal. Follow the same procedure used in problem 2-3, and be sure not to use a calculator. a. As you continue to divide the pieces into three groups, what happens? b. How is the process of dividing 2 _ the same as dividing 3 _ , and how is it different? Why does one decimal terminate, but the other does not? 2-4. Katrina works at the Fraction Factory. Her job is to sort all of the customer orders into two groups: terminating decimals and repeating decimals. a. Katrina’s boss wants her to write 20 __ as a decimal without using a calculator. Katrina’s work so far is shown. What results did she get each time she subtracted? b. Will the decimal for 20 __ terminate or repeat? How do you know? To be sure, how far should Katrina continue with her division? 2-5. Represent 1 _ as a decimal without using your calculator. When does it repeat? How do you know? 0.60 33 20.000 –19 8 –0",NA,"The paragraph provides instructional tasks and questions about converting fractions to decimals, without presenting a student's error, warning about common mistakes, or asking the reader to locate an error.",high,,B_boundary
"2-6. THE ROLE OF THE DENOMINATOR Both 1 _ and 2 _ can be rewritten as repeating decimals, 0. ¯ 3 and 0. ¯ 6, respectively. Does the number in the denominator cause the fraction to repeat? For example, will every fraction with a denominator of 15 be equivalent to a repeating decimal? (Ignore fractions that are equal to whole numbers, like 15 __ = 1 or 45 __ = 3.) a. With your team, investigate fractions with a denominator of 15, including 5 __ and 10 __ . Which fractions with 15 in the denominator either terminate or repeat? How many are there? More than one? b. Why do some numbers with a denominator of 15 repeat and others terminate? Discuss this with your team. Write down an idea and test it. Closure Your teacher will give you instructions for a Closure activity. Review & Preview 2-7. How many tenths are in one whole? How many hundredths? 2-8. Convert the following fractions to decimals. Show your work. a. 2 _ b. 3 _ c. 30 __ Methods & Meanings MIXED NUMBERS AND FRACTIONS GREATER THAN 1 The number 4 1 _ is called a mixed number because it is composed of a whole number, 4, and a fraction, 1 _ . The number 13 __ 3 is called a fraction greater than 1 because the numerator is larger than the denominator and its value is therefore greater than 1. It is equal to the mixed number 4 1 _ . Sometimes fractions greater than 1 are called “improper fractions,” but this is just a historical term. There is nothing actually wrong, or improper, with the fraction. Whether to write a number as a mixed number or a fraction greater than 1 depends on what arithmetic operation(s) you are performing. For some arithmetic operations, especially multiplication and division, you will usually want to write mixed numbers as fractions greater than 1.",NA,"The paragraph asks students to investigate and discuss properties of fractions, without presenting a specific error, mistake, or contrasting student solutions.",high,,B_boundary
"2-13. Complete a Portions Web for each number. An example for 2 _ is shown. a. 7 __ b. 0.75 c. three-fifths d. 5 _ e. With your team, explain how you rewrote 0.75 as a fraction in part (b). Is there more than one way? Be as specific as possible. 2-14. Since 0.7 is described in words as “seven-tenths,” it is not a surprise that the equivalent fraction is 7 __ . Obtain a set of decimal cards from your teacher or use the list given to complete the following tasks: • Use the names of fractions (like “twenty-three hundredths”) to rewrite each terminating decimal as a fraction. First try to use what you know about place value to write the fraction. • With your calculator, check to be sure the fraction is equal to the decimal. a. 0.19 b. 0.391 c. 0.001 d. 0.019 e. 0.3 f. 0.524 2-15. Jerome works at the Fraction Factory in the department that changes decimals into fractions. He has just received an order to rewrite 0. ¯ 73 as a fraction. He started to rewrite it as 73 ___ , but he is not sure that he is correct. Is 73 ___ equal to 0. ¯ 73? Be ready to justify your answer. TWO-THIRDS 0.¯6 2_ 66 2_ 3%",INCORRECT_TO_CORRECT,"The paragraph presents a named student (Jerome) who has produced a candidate fraction for a repeating decimal and asks the reader to determine if his work is correct, effectively prompting error detection and correction.",medium,EXPLICIT_ERROR_DETECTION,B_boundary
"2-25. CROSSING THE TIGHTROPE Cecil is an acrobat in a local circus. His job is to move across a tightrope from point A to point B while blindfolded! He can only move using the distances that you tell him to move in your instructions. He needs to reach the end of the tightrope (point B) to take his bow and go down a ladder. Assume the platforms on both sides of the tightrope extend infinitely (have no end). Cecil may go past the ladder. However, if he does, make sure he turns around and goes back toward the ladder. Work with your team to come up with different combinations of the lengths given in parts (a) through (e) that will move Cecil from point A and end at point B (the end of the tightrope). You may use each length as many times as you like. For each crossing, look for at least three different ways to get Cecil across. For each solution, draw a diagram that shows how the available lengths were combined to get Cecil across the tightrope. a. Span of tightrope: 24 feet Given lengths: 2, 4, 8, 10 feet b. Span of tightrope: 17 feet Given lengths: 2, 3, 10 feet c. Span of tightrope: 15 feet Given lengths: 3, 4, 6, 11 feet d. Span of tightrope: 27 feet Given lengths: 4, 8, 12, 19 feet e. Span of tightrope: 23 feet Given lengths: 7, 11, 13 feet 2-26. To represent the way that the acrobat could move across a span of 17 feet, Mara wrote the expressions shown. If each number represents a length in feet, check that each expression would get Cecil exactly to point B. Be prepared to defend each conclusion with a diagram. a. 7 + 3 + 7 b. 7 + 10 c. 10 + 7 d. 10 + 10 + (−3) e. What does the −3 in part (d) represent as a movement for Cecil? 2-27. Write numerical expressions (similar to those in problem 2-26) for each of your solutions to part (c) of problem 2-25. 2-28. When combining lengths to make a new length (like you did to get Cecil across the rope), does the order of the numbers (or lengths) matter? Discuss this with your team or partner and decide whether it matters or not. Be ready to explain why your answer makes sense.",NA,"The paragraph asks students to generate and verify solutions, not to locate or correct errors, compare conflicting answers, or warn about common mistakes.",high,,B_boundary
"2-40. MAKING ZEROS For Cecil’s newest act, he starts at point A on the left end of his tightrope, walks on the tightrope, and turns around. Sometimes he turns around many times, but he always ends up back at point A on the left end of his tightrope. a. Work with your team to write at least three expressions that show how Cecil could move and still start and end at point A. b. Build three more expressions similar to the expressions you wrote in part (a). For your three expressions, make one with two numbers, one with three numbers, and one with eight numbers. What do all of your expressions have in common? 2-41. Sam lives in North Dakota, where the winter temperature is often below zero. One day, the thermometer read 10 degrees below zero, but it rapidly rose 15 degrees in one hour as a warm front moved in. Then it dropped 15 degrees as night fell. What is the resulting temperature? Draw a diagram to represent this scenario. 2-42. Gina was working on the previous problems when she had a new idea. “Look,” she boasted, “I can use these ideas to add large integers quickly without even picking up a pencil.” She wrote down each of the following expressions and calculated each answer in less than 5 seconds. Talk with your team about how she could have done this. a. 583.6 + 212.72 + (−583.6) b. 313 6 __ + (−300) c. 212 + (−150.75) 2-43. Consider Cecil’s movements on the tightrope as you answer the questions. a. What happens when Cecil goes forward 5 feet and then goes back 5 feet? Where does he end up? b. Chad decided to record Cecil’s moves with a diagram. Explain what you think his drawing means. c. Using the same strategy, Chad recorded a different set of instructions for Cecil with the diagram shown. What could this diagram represent? How long is the tightrope if these moves end at point B? – – – – – + + + + + – – – + + + + + + + + +",NA,"The paragraph asks students to create expressions, discuss strategies, and explain diagrams, without presenting or correcting errors.",high,,B_boundary
"2-50. WHO HAS MORE? With a partner, get a bag of “+” and “−” tiles from your teacher. Reach into the bag, get a small handful, and put them on your desk. Each person should have their own bunch of “+” and “−” tiles. a. Record your tiles. b. Whose pile has the greater value? Determine the value of each pile to justify your answer. c. If you took a bigger handful of tiles, would you have a better chance of having a higher value? Discuss this with your partner and decide why or why not.",NA,"The paragraph describes a collaborative activity involving counting tiles and discussing outcomes, with no mention of errors, error detection, or common mistakes.",high,,B_boundary
"2.2.4 Can I show it another way? MULTIPLICATION AS REPEATED ADDITION Launch Mathematicians look for and make use of structure. Your teacher will display two expressions for a Number Talk. Think about how you might use the structure of the numerical expressions to determine which expression is greater. As with any Math Chat, think silently and extend one finger close to your chest when you have a response and justification. Explore In previous lessons, you created expressions to help Cecil cross a tightrope. For example, when the tightrope was 16 feet long, you could have written an expression such as 7 + 7 + 7 + 7 + 7 + 7 + 7 + 7 + (−5) + (−5) + (−5) + (−5) + (−5) + (−5) + (−5) + (−5). When a calculation involves adding the same number over and over, as this one does, is there a shorter way to write the expression? Today, you will consider this as you continue to write expressions. 2-61. Cecil still needs your help. He wants to cross a rope that is 6 feet long. Using only the lengths of 5 and 8 feet, determine at least two ways Cecil can move to reach the end of the rope at the ladder. For each solution, draw a diagram and write an expression. Lesson Focus LANGUAGE OBJECTIVE Speak and Write: I can justify how to represent repeated addition of the same quantity in multiple ways to a partner. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 2: Reason abstractly and quantitatively. 4: Model with mathematics. 8: Look for and express regularity in repeated reasoning. MAJOR CONCEPTUAL IDEAS • Connections Across Representations • Knowns and Unknowns",NA,"The paragraph asks students to create expressions and diagrams for a problem; it does not present a student's error, compare approaches, or warn about common mistakes.",high,,B_boundary
"2-68. The two equal expressions 2(3) and 6 can be represented with the diagram shown. Draw similar diagrams for each of the expressions in parts (a) through (c). a. What does 2(3 + 5) mean? What is the value of this expression? Describe it with words and a diagram. b. What does 2(3) + 5 mean? What is the value of this expression? Describe it with words and a diagram. c. Compare 2(3 + 5) with 2(3) + 5. How are these movements the same or different? Explain your thinking and draw a diagram. 2-69. Draw a diagram to represent the expression 3(−2.5) + (−4). Is this the same as 3(−2.5 + (−4))? Use diagrams to justify your decision. 2-70. MENTAL MATH Work with your team to come up with strategies for figuring out mentally (without using a calculator or writing anything down) how far Cecil moved in parts (a) and (b). Then write a number expression for each set of moves along with its result. a. Cecil traveled 105 feet to the left 7 times. How far did he end up from his starting point? b. Cecil repeated the following pattern 12 times: He traveled to the right 198 feet and then to the left 198 feet. How far did he end up from his starting point? 2-71. When you need to multiply mentally, it is often useful to use the Distributive Property. The Distributive Property states that when you multiply a sum by a number, you must multiply each part of the sum by that number. For example, part (a) of problem 2-70 can be seen as 7(−105) = 7(−100 + (−5)). The Distributive Property tells us that this is equal to 7(−100) + 7(−5) or −700 + (−35). You will explore the Distributive Property further in Chapter 4. Use the Distributive Property to rewrite and calculate each product shown. a. 6(12 + (−4)) b. 7(300 + (−10)) c. 4 · 302 d. 5(871)",NA,"The paragraph asks students to draw diagrams, describe expressions, and compare mathematical expressions, but does not present student errors, named conflicting approaches, or warnings about common mistakes.",high,,B_boundary
"2-90. While working in class, Stephanie had to do the problem 3 _ · 6 _ . She started to draw rectangles to solve the problem. Stephanie looked over at Audrey’s work and saw that Audrey was way ahead of her. “How did you get so far ahead of me? Why aren’t you drawing rectangles for these problems?” Stephanie asked. “I remembered a shortcut,” Audrey said. “Didn’t you notice that when we drew the rectangles, we got the same thing as if we had multiplied the numerators and then multiplied the denominators? I just did 3 · 6 = 18 and 5 · 7 = 35 and got 18 __ . It was a lot faster. So when I saw these problems, I decided I wasn’t going to draw the rectangles with all those little pieces.” a. Check Audrey’s method using a rectangle model. b. What part of the rectangle model is represented by multiplying 5 · 7? c. What part of the rectangle model is represented by multiplying 3 · 6? 2-91. Multiply the following pairs of fractions using rectangles or Audrey’s method. a. 7 _ · 5 _ b. 2 __ · 4 _ c. 6 _ · 6 _ d. 4 _ · 3 _ e. 6 __ · 1 _ f. 8 _ · 9 __ 2-92. Ronna is making a small flowerbed that is 1 1 _ feet by 3 1 _ feet. She needs to calculate the area so she can add the correct amount of fertilizer to the soil. Draw the rectangle shown, then complete parts (a) through (c). a. Write the area in each of the four parts of the drawing. Then determine the total area. b. Write an equation that represents the sum of the four areas. c. What multiplication problem could you use to solve this problem? 2-93. Using the process shown in the previous problem, determine the area of Ronna’s flower bed if the dimensions are 1 1 _ feet by 5 1 _ feet. Clearly label all dimensions. Write the multiplication problem that can be used to solve this problem. + 1_ + 1_",COMPARE_AND_CONTRAST,"The paragraph presents two different methods (rectangle model vs Audrey's shortcut) and asks the reader to check the shortcut using the rectangle model, which is a compare-and-contrast of approaches.",medium,,B_boundary
"2-94. CHANGE CAN BE GOOD As Jonique was working in class, she had to do the problem 2 1 _ · 3 1 _ . She did not want to draw rectangles. However, she thinks that she has figured out a shortcut for multiplying mixed numbers. “I know how to change mixed numbers into fractions. That will make the problem much easier,” she said. Look at Jonique’s work shown. Try Jonique’s shortcut on the following problems. Show each step. a. 3 1 _ · 1 1 _ b. 1 1 _ · 2 1 _ c. 1 1 _ · 3 1 _ d. Compare part (a) with the area model method in problem 2-92. Which method do you prefer? Why? 2-95. To add or multiply two quantities, you may need to convert not only the numbers to some other form (like fractions to decimals), but also the quantities they represent. For example, to add 1 _ feet to 3 inches, you need to first convert one of them to be the same unit as the other, so that they are both feet or both inches. You could change 1 _ feet to 6 inches and then add it to 3 inches to get 9 inches. Alternatively, you could change 3 inches to 1 _ feet and then add it to 1 _ feet to get 3 _ feet. Complete the specified operations for the following quantities, making sure that you are working with like parts, that is, the same units of measurement. Each answer can be expressed with one number, although there are multiple ways to represent each one. Be sure you label your answer. a. 2 1 _ feet + 8 inches b. 3 _ of a day + 1 _ of a day + 6 hours c. 12.5 meters + 14 kilometers d. Cecil performs a routine three times that consists of a 5-foot leap and a 3-yard skip. That is, 3(5 feet + 3 yards). 2 1_ 2 · 3 1_ 5_ 2 · 13_ 65_ 8 1_ = = =",COMPARE_AND_CONTRAST,"The paragraph asks the reader to compare Jonique's shortcut method with the area model method, presenting two different approaches, which fits the compare-and-contrast category.",high,,B_boundary
"2-102. Payton has started a graph. Her work is shown here and on the Lesson 2.3.1 Resource Page. a. Which axis represents the length of a bat? Which axis represents the wingspan? How can you tell? When you are sure, label each axis. b. What is the scale on the horizontal axis? In other words, what is the length of each single unit on the horizontal axis? What is the scale on the vertical axis? Is this scale appropriate for graphing this data? Discuss this question with your team and write down your ideas. c. Payton wants her data to be spread out so that she can see relationships clearly. Does this graph do that? Are there any changes she could make to her graph that might make it clearer? Be prepared to explain your ideas to the class.",NA,"The paragraph asks students to label axes, determine scale, discuss appropriateness, and suggest improvements, without presenting a student's error or warning about common mistakes.",high,,B_boundary
"2-103. Payton has an idea. “I will make the numbers on the horizontal axis bigger,” she says. “That way, the points will be more spread out and easier to see.” a. Payton’s new axes are drawn on the resource page, also shown here. How has Payton changed the scale? Will all of her data fit on this new graph? b. Will Payton’s new graph be more useful? Discuss this with your team and then test your ideas by plotting Payton’s data points on the new set of axes.",NA,"The paragraph asks students to discuss and test a scaling idea, without presenting or correcting an error, so it is standard instructional content.",high,,B_boundary
"2-104. Payton has come to your team for help. Use the resource page with the set of axes shown to complete the following problems. • Work with your team to decide on a scale for each axis that will make Payton’s data (from problem 2-101) easy to see. • Then draw axes, mark your scales, and plot Payton’s data points. 2-105. Payton found more information about bats. In parts (a) and (b), you will use the information she found to make predictions about the bats. a. The common vampire bat is native to northern Mexico and Central and South America. It feeds on the blood of sleeping animals by making very small cuts into their skin and then licking the wounds. Use your graph of bat length and wingspan to predict the wingspan of the common vampire bat if it typically has a length of about 2.75 inches. b. The Kitti’s hog-nosed bat, also called the bumblebee bat, is the world’s smallest bat and even the world’s smallest mammal! It lives in Thailand and Myanmar. It weighs less than a tenth of an ounce (less than a penny) and is only about 1 inch long! Make a prediction for the wingspan of the Kitti’s hog-nosed bat. Be prepared to explain your thinking to the class.",NA,"The paragraph asks students to create a graph and make predictions; it does not involve identifying or correcting errors, comparing student work, or warning about common mistakes.",high,,B_boundary
"2-106. Paul’s movie studio is advertising Invasion of the Bats. He is designing a cardboard cutout of a giant bat (4 feet in length) in flight. Work with your team to quickly sketch a graph of Payton’s data (from problem 2-101) that will also fit the data for Paul’s giant bat. Estimate the wingspan Paul should use for his cutout. 2-107. Now compare the graphs that you made in problems 2-101 through 2-106. a. Which graph would be most useful for making predictions about bats in Tennessee? b. Which graph would be most useful for making predictions about bats around the world? 2-108. Look at the graphs that your team made in this lesson and compare them to those made by other teams. Work with your team to brainstorm a complete list of information that should go on a graph to make it useful. Be sure to consider each of the questions. • What information tells you what is shown on each axis? • What information tells you the exact coordinates of a point on the graph? • What information tells you what the graph is about? Be ready to contribute your team’s ideas to a class discussion. Closure 2-109. REFLECTION JOURNAL For this journal entry, write the title, read the prompt, and write your response. Copy the questions or incorporate them into your response. Creating graphs that convey information correctly is an essential skill for mathematicians. Reflect on what you know about graphs as you respond to the prompts. • What are the elements of a complete graph? • Sketch a complete graph and label where each element should be located.",NA,"The paragraph asks students to sketch, compare, brainstorm, and reflect on graph elements; it does not present errors, error detection, or warnings about common mistakes.",high,,B_boundary
"Methods & Meanings MULTIPLYING MIXED NUMBERS USING AN AREA MODEL To multiply mixed numbers, you may use an area model (based on the Distributive Property). Add together the areas of each small rectangle in order to calculate the product. An example is shown. USING FRACTIONS GREATER THAN 1 To multiply mixed numbers, first change them to fractions greater than 1. Then multiply and write the result as a mixed number, if possible. An example is shown. 2 1 __ · 1 1 __ = 5 __ · 5 __ = 25 __ 8 = 3 1 __ 2 1 __ · 1 1 __ = (2 + 1 __ ) · (1 + 1 __ ) = 2 + 2 __ + 1 __ + 1 __ = 2 + 1 __ + 1 __ + 1 __ = 2 + 1 + 1 __ = 3 1 __ 1_ 2_ 1_ 1_ 1_ + +",NA,"The paragraph only explains instructional methods for multiplying mixed numbers and does not reference any errors, mistakes, or compare student work.",high,,B_boundary
"2-116. Andre was thinking about the food challenges facing families. He decided to investigate the average cost of a gallon of milk in U.S. cities over time. He looked up data for the years since 2000 and organized it in the table shown. Years (since 2000) Average Cost ($ per gallon) 2.78 3.18 3.80 3.41 3.03 3.54 source: data.bls.gov Andre wants to create a graph to help him predict the cost of milk in 2025 (25 years after 2000). He created the graph shown. a. Examine Andre’s graph. Is it possible to predict the average cost of a gallon of milk in 2025? Explain your reasoning. b. If you were to scale the axes differently, would that help you make a more accurate prediction? Show your work or explain your reasoning. YEARS SINCE 2000 3.18 2.78 3.80 3.41 3.03 3.54 AVERAGE COST ($ per gallon) PRICE OF MILK",NA,"The paragraph asks students to evaluate a graph and discuss predictions, without presenting an error, comparing approaches, or warning about common mistakes.",high,,B_boundary
"Closure Your teacher will give you instructions for a Closure activity. Methods & Meanings INTERVALS AND SCALING The numbers on the axes of a graph show the scaling of the axes. The difference between consecutive markings tells the size of the interval. When you scale each axis, you must use equal intervals to represent the data accurately. For example, an interval of 5 creates a scale numbered 0, 5, 10, 15, etc. Unequal intervals distort the relationship in the data. It is important to note that horizontal and vertical axes do not need the same scaling. In fact, it is often convenient to choose different scales for the two axes. Notice on the graph that 80 marks the end of the fourth interval. If you divide 80 years by 4, you can see that the length of an interval on this graph is 20. (80 ÷ 4 = 20) The second graph has each interval labeled. This is called “scaling the axis.” space space space space",NA,"The paragraph explains graph scaling and intervals without mentioning any errors, mistakes, or named students; it is standard instructional content.",high,,B_boundary
"3.1.2 What if they are complicated? IDENTIFYING TERMS IN EXPRESSIONS Launch Mathematicians look for and make use of structure. Your teacher will display a numerical expression for a Number Talk. Think about how you might use the structure of the numerical expression in your strategies. As with any Math Chat, think silently and extend one finger close to your chest when you have a response and justification. Explore In today’s lesson, you will continue to evaluate expressions using the Order of Operations. You will also learn how to identify terms in expressions that are more complicated. 3-12. Katrina and Madeline were working on evaluating expressions when Madeline noticed, “These two expressions look almost the same, except that one has two terms, while the other has three!” a. −3 + (−4)(2)3 + 5 b. −32 + 4(−2 + 5) Discuss Madeline’s observation with your team. Explain which expression has two terms and which has three. Terms in expressions are separated by addition (+) and subtraction (−) signs unless the sum or difference is inside parentheses. 6 · 3 + 8 – (3) Lesson Focus LANGUAGE OBJECTIVE Speak and Write: With teammates, I can describe how to combine terms in an expression. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 6: Attend to precision. 7: Look for and make use of structure. MAJOR CONCEPTUAL IDEAS • Connections Across Representations • Knowns and Unknowns",NA,"The paragraph asks students to discuss an observation about term counts; it does not present an error to find, correct, or warn about, nor does it compare conflicting answers.",high,,B_boundary
"Review & Preview 3-19. Show the numbers of “+” and “−” tiles represented by each expression. Sketch each model and state the number that it represents. a. (−2) + (−6) b. (−2) + 4 + (−2) c. 5 + (−8) 3-20. Copy each expression and circle the terms. Then evaluate each expression. a. −8 + 2(−5) b. 3(7.5 + 2) + 4.6 c. 4 1 _ (−2 + 1 + 7) d. 5(6 + 2) + 4 + 2(−5 + 8) 3-21. Justin is working with the integer tiles shown in the diagram. a. What is the value of Justin’s diagram? b. If Justin removes three positive tiles, what will the value be? c. If Justin starts with the original diagram and removes three negative tiles, what will the value be? d. Justin has a new arrangement of tiles. If he removes four positive tiles, what will the value be? 3-22. Linh has a bag of beads that contains 10 glass beads, 7 metal beads, 15 plastic beads, and 3 clay beads. What is the probability that Linh will pull out a: a. Metal bead? b. Bead that is not plastic? c. Glass or plastic bead? + + + + + + − − − − − − + + + + − − − − − −",NA,"The paragraph consists of standard practice problems asking students to model and evaluate expressions; it does not present errors, warnings, or compare student work.",high,,B_boundary
"3-32. Consider the expression 5 + 4 + 2(−3) + 7 + (−5). a. Draw the expression using “+” and “−” tiles. b. Evaluate the expression to determine the number it represents. c. Remove the last number from the expression (−5) and calculate the sum again. Show how this would change your drawing. How much larger or smaller is the answer? Explain how your answer makes sense when compared to the answer in part (b). 3-33. Read the Methods & Meanings box in this lesson. Then use that information to answer the following questions. Jorge was thinking about using variables to represent the lengths of a tightrope walker’s many tricks. a. Jorge wrote the expression x + x + x + x + 3 to represent the sequence shown in the diagram. Does his expression make sense? Explain. b. Write an expression to represent the sequence shown in the diagram. c. In part (a), if x = 5 feet, how long is the tightrope? d. In part (b), if m = 3 feet and n = 2 feet, how long is the tightrope? 3-34. Determine each sum, difference, or product. Show all of your work. a. 3 _ + 2 _ b. 7 _ − 1 _ c. 3 _ · 1 _ d. 4 _ · 2 _ x x x x m m n n n",NA,"The paragraph asks students to perform calculations, draw representations, and explain differences, without presenting any errors, mistakes, or comparisons of student work.",high,,B_boundary
